entity_type,name,sport,city,state,tier,cwg_2036_relevance,olympic_2032_relevance,digital_readiness,pipeline_stage,participants_or_capacity,frequency,age,gender,performance_level,funding_status,athletiq_opportunity_score,tags,notes,source_link
Academy,Bengaluru Football Club,Football,Bengaluru,Karnataka,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,bengaluru-football-club","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: , Indian Super League, , Second Division League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League, , Hero Super Cup, , Durand Cup | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_8021-logo_small-1578937550.png | Website: https://www.bengalurufc.com/",https://www.the-aiff.com/club/8021
Academy,Reliance Foundation Young Champs,Football,Navi Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,reliance-foundation-young-champs","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11472-logo_small-1602054182.jpg | Website: https://www.rfyoungchamps.org/",https://www.the-aiff.com/club/11472
Academy,Minerva Academy FC,Football,Mohali,Punjab,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,minerva-academy-fc","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_13797-logo_small-1608890748.PNG | Website: nan",https://www.the-aiff.com/club/13797
Academy,Alchemy International FA,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,alchemy-international-fa","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11395-logo_small-1765175480.png | Website: http://www.alchemyfootball.com",https://www.the-aiff.com/club/11395
Academy,Jamshedpur FC,Football,Jamshedpur,Jharkhand,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,jamshedpur-fc","Age Groups: U-12, U-14, U-16, U-18 | Competitions: , Indian Super League, , Second Division League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League, , Hero Super Cup, , Durand Cup | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_jfclogo_1583230074.jpg | Website: https://www.fcjamshedpur.com",https://www.the-aiff.com/club/11962
Academy,FC Madras,Football,Chennai,Tamil Nadu,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,fc-madras","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11396-logo_small-1732536353.png | Website: https://fcmadras.com/",https://www.the-aiff.com/club/11396
Academy,PFC Kerala,Football,Kochi,Kerala,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,pfc-kerala","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_PFCKeralaPngLogo_1747911403.png | Website: http://www.fcparappur.com",https://www.the-aiff.com/club/11785
Academy,Maharashtra Oranje FC,Football,Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,maharashtra-oranje-fc","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_MaharashtraOranjeFootballClub_1694505500.jpg | Website: http://www.theoranjeacademy.com",https://www.the-aiff.com/club/12683
Academy,Sreenidi Deccan Football Club,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sreenidi-deccan-football-club","Age Groups: nan | Competitions: , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_SreenidhiDeccanFootballClubLogo_1637303730.png | Website: nan",https://www.the-aiff.com/club/12959
Academy,Community Football Club India,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,community-football-club-india","Age Groups: nan | Competitions: , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/12356-Slogo-1576385887.png | Website: nan",https://www.the-aiff.com/club/12356
Academy,South United FC,Football,Bengaluru,Karnataka,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,south-united-fc","Age Groups: nan | Competitions: , Second Division League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11949-logo_small-1658233791.jpg | Website: http://www.sufcindia.com",https://www.the-aiff.com/club/11949
Academy,Football Club Mangalore,Football,Mangalore,Karnataka,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,football-club-mangalore","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_12360-logo_small-1767855249.png | Website: nan",https://www.the-aiff.com/club/12360
Academy,Roots Football Club,Football,Bengaluru,Karnataka,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,roots-football-club","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_rootsfootballpng200x200_1659611505.png | Website: http://www.rootsfootball.in",https://www.the-aiff.com/club/11410
Academy,Corbett FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,corbett-fc","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_13750-logo_small-1629904943.png | Website: http://www.addsoccerschool.com",https://www.the-aiff.com/club/13750
Academy,Bhaichung Bhutia Football Schools- Delhi,Football,Delhi,Delhi,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,bhaichung-bhutia-football-schools--delhi","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_BBFSLogo_1577530334.png | Website: https://www.bbfootballschools.com/",https://www.the-aiff.com/club/11397
Academy,Altius International Football Academy - AIFA,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,altius-international-football-academy---aifa","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_AIFARGBPNG1_1683533007.png | Website: https://aifainstitute.com/",https://www.the-aiff.com/club/12025
Academy,Zinc Football Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,zinc-football-academy","Age Groups: U-12, U-13, U-14, U-15, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_ZFALogo_1659445434.png | Website: http://zincfootball.com/about/?src=main-menu#about-the-initiative",https://www.the-aiff.com/club/13495
Academy,Techtro Lucknow FC,Football,Lucknow,Uttar Pradesh,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,techtro-lucknow-fc","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_14576-logo_small-1625042708.png | Website: nan",https://www.the-aiff.com/club/14576
Academy,ARA FC,Football,Ahmedabad,Gujarat,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,ara-fc","Age Groups: nan | Competitions: , Second Division League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/11783-logo-1494995964.png | Website: http://www.racquetacademy.in/",https://www.the-aiff.com/club/11783
Academy,MUM -Somaiya Sports Academy,Football,Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,mum--somaiya-sports-academy","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_SomaiyaSportsAcademy_1679728894.jpg | Website: https://sportsacademy.somaiya.edu/",https://www.the-aiff.com/club/12985
Academy,Don Bosco Vaduthala,Football,Kochi,Kerala,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,don-bosco-vaduthala","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11787-logo_small-1718284323.png | Website: http://donboscofa.com",https://www.the-aiff.com/club/11787
Academy,First Kick School of Soccer Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,first-kick-school-of-soccer-academy","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/12407-logo-1536471926.jpg | Website: nan",https://www.the-aiff.com/club/12407
Academy,Rajasthan United Football Club,Football,Jaipur,Rajasthan,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,rajasthan-united-football-club","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_13472-logo_small-1617780510.png | Website: http://www.rajasthanunitedfc.in",https://www.the-aiff.com/club/13472
Academy,Adrenaline New Era,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,adrenaline-new-era","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_ASLogoFinal_1780767014.png | Website: nan",https://www.the-aiff.com/club/16743
Academy,"SSE BFC Soccer Schools, Mumbai",Football,Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sse-bfc-soccer-schools,-mumbai","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_SSEBFClogo_1687852552.jpg | Website: nan",https://www.the-aiff.com/club/15846
Academy,Sports Mania,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sports-mania","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_PHOTO20241026161637_1734967428.jpg | Website: nan",https://www.the-aiff.com/club/18364
Academy,Mumbai City FC,Football,Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,mumbai-city-fc","Age Groups: nan | Competitions: , Indian Super League, , Second Division League, , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League, , Hero Super Cup | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_MCFC01_1691062308.png | Website: http://www.mumbaicityfc.com",https://www.the-aiff.com/club/8987
Academy,Kenkre FC,Football,Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,kenkre-fc","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League, , Indian Women's League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/9425-logo-1523701555.jpg | Website: http://www.kenkresports.com",https://www.the-aiff.com/club/9425
Academy,FOOTBALL 4 CHANGE ACADEMY,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,football-4-change-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_12771-logo_small-1628786764.png | Website: http://www.f4cacademy.com",https://www.the-aiff.com/club/12771
Academy,MUM - Dsouza Football Academy,Football,Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,mum---dsouza-football-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_DFALogoNew012Copy_1750333655.png | Website: https://dsouzafa.com/",https://www.the-aiff.com/club/13390
Academy,SESA Football Academy,Football,Panaji,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sesa-football-academy","Age Groups: U-12, U-14, U-16, U-18 | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_SFANewLogo_1658138240.png | Website: https://sesafootballacademy.in/",https://www.the-aiff.com/club/8152
Academy,Mumbai Soccer Prodigies,Football,Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,mumbai-soccer-prodigies","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_MSPFINALLOGO_1782219330.png | Website: http://soccerprodigies.com",https://www.the-aiff.com/club/13605
Academy,Conscient Football,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,conscient-football","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_50PERCENTGRAY_1748928217.png | Website: nan",https://www.the-aiff.com/club/11399
Academy,PUNE-UKM Kothrud FC,Football,Pune,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,pune-ukm-kothrud-fc","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_2420095074290820877632649863656194077511089n_1670578129.jpg | Website: nan",https://www.the-aiff.com/club/12989
Academy,Muthoot Football Academy,Football,Kochi,Kerala,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,muthoot-football-academy","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_logoPNG_1581667120.png | Website: http://www.muthootfootball.com",https://www.the-aiff.com/club/11956
Academy,Snigmay Pune Football Club,Football,Pune,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,snigmay-pune-football-club","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_SPFCM_1678962455.png | Website: http://www.snigmaypunefc.com",https://www.the-aiff.com/club/12614
Academy,BIDHANNAGAR MUNICIPAL SPORTS ACADEMY,Football,Kolkata,West Bengal,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,bidhannagar-municipal-sports-academy","Age Groups: nan | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/11644-Slogo-1576385866.png | Website: http://www.bmcwbgov.in",https://www.the-aiff.com/club/11644
Academy,SKM SPORTS FOUNDATION (KALNA),Football,Kolkata,West Bengal,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,skm-sports-foundation-(kalna)","Age Groups: U-12, U-14, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_SKMSFlogo_1720508654.jpeg | Website: http://www.skmsportsfoundation.com",https://www.the-aiff.com/club/19112
Academy,Bravo Football,Football,Delhi,Delhi,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,bravo-football","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_BravoFootballLogo_1707119780.png | Website: http://www.bravofootball.in",https://www.the-aiff.com/club/18494
Academy,Adamas United Sports Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,adamas-united-sports-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_IMG20240402211655_1712072860.jpg | Website: nan",https://www.the-aiff.com/club/13065
Academy,CLASSIC FOOTBALL ACADEMY,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,classic-football-academy","Age Groups: U-12, U-14, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_CFALOGO_1635601830.png | Website: nan",https://www.the-aiff.com/club/13667
Academy,Conscient Football Mumbai,Football,Mumbai,Maharashtra,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,conscient-football-mumbai","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_WhatsAppImage20240722at121331AM1_1721823594.jpeg | Website: nan",https://www.the-aiff.com/club/13768
Academy,Sudeva Delhi FC,Football,Delhi,Delhi,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,sudeva-delhi-fc","Age Groups: U-12, U-13, U-14, U-15, U-16, U-17, U-18 | Competitions: , AIFF Elite League, , AIFF Junior League, , AIFF Sub Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_11400-logo_small-1635259548.png | Website: http://www.sudeva.in",https://www.the-aiff.com/club/11400
Academy,Hungry Hearts Soccer School,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,hungry-hearts-soccer-school","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_15926-logo_small-1654681108.png | Website: http://Hungryheartssoccerschool.com",https://www.the-aiff.com/club/15926
Academy,BENGAL FOOTBALL ACADEMY,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,bengal-football-academy","Age Groups: U-12, U-14, U-16, U-18 | Competitions: , AIFF Elite League, , AIFF Junior League | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_Youthleaguelogo_1580184253.jpg | Website: http://www.wbyouthandsports.gov.in",https://www.the-aiff.com/club/11777
Academy,"FC Marina Academy, Chennai",Football,Chennai,Tamil Nadu,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,fc-marina-academy,-chennai","Age Groups: U-12, U-13, U-14, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_Untitleddesign1_1680783114.png | Website: https://www.fcmarinaacademy.com/",https://www.the-aiff.com/club/17134
Academy,Murugappa Youth Football Academy,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,murugappa-youth-football-academy","Age Groups: nan | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/logos/sm_19040-logo_small-1750832501.png | Website: http://www.ammfoundation.org",https://www.the-aiff.com/club/19040
Academy,Thane City FC,Football,Goa,Goa,Tier1,6.0,5.0,8.0,Onboarding,120.0,Daily,16.0,Mixed,AIFF Accredited Academy,Partially_Funded,8.0,"academy,football,accredited,aiff,thane-city-fc","Age Groups: U-12, U-13, U-15, U-16, U-18 | Competitions: nan | Medical: Medical Provisions:Status, Physiotherapist:No, Full sized Football Pitches:No, Small sized Football Pitches:No | Logo: https://aiff.b-cdn.net/uploads/sm_TCFCLowRes_1679339590.jpg | Website: http://www.thanecityfc.com",https://www.the-aiff.com/club/13705
